=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.14 11:03:16 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit BMP388 / BMP390 test
Temp(C),Press(kPa),CalculatedAlt(m)
401.29,22.29,102.02,-0.09
401.41,22.29,102.02,-0.12
401.53,22.29,102.02,-0.11
401.65,22.29,102.02,-0.02
401.77,22.29,102.02,-0.03
401.89,22.28,102.02,0.01
402.01,22.29,102.02,0.04
402.14,22.29,102.02,0.07
402.25,22.29,102.02,0.05
402.37,22.28,102.02,0.04
402.49,22.28,102.02,0.02
402.61,22.28,102.02,-0.01
402.74,22.28,102.02,-0.04
402.85,22.28,102.02,-0.06
402.97,22.28,102.02,-0.04
403.09,22.28,102.02,-0.05
403.21,22.28,102.02,-0.03
403.34,22.27,102.02,-0.02
403.46,22.28,102.02,-0.03
403.57,22.28,102.02,-0.04
403.69,22.28,102.02,0.01
403.81,22.28,102.02,0.07
403.94,22.28,102.02,0.10
404.06,22.28,102.02,0.06
404.17,22.28,102.02,-0.02
404.29,22.28,102.02,-0.02
404.41,22.28,102.02,0.05
404.54,22.28,102.02,0.09
404.66,22.28,102.02,0.11
404.77,22.28,102.02,0.08
404.89,22.28,102.02,0.07
405.01,22.28,102.02,0.04
405.14,22.28,102.02,0.08
405.26,22.28,102.02,0.08
405.37,22.28,102.02,0.15
405.49,22.28,102.02,0.11
405.61,22.28,102.02,0.09
405.74,22.28,102.02,0.15
405.86,22.28,102.02,0.12
405.98,22.28,102.02,0.14
406.09,22.28,102.02,0.11
406.21,22.28,102.02,0.10
406.34,22.28,102.02,0.12
406.46,22.28,102.02,0.15
406.58,22.28,102.02,0.17
406.69,22.28,102.02,0.12
406.81,22.29,102.02,0.13
406.94,22.29,102.02,0.12
407.06,22.29,102.02,0.08
407.18,22.29,102.02,0.13
407.29,22.29,102.02,0.16
407.41,22.29,102.02,0.15
407.54,22.29,102.02,0.14
407.66,22.29,102.02,0.14
407.78,22.29,102.02,0.13
